,user,review,date,user_score,review_votes,review_upvotes,review_downvotes,language
412,kami1521,"It was a rollercoaster! at the end I didn't know whether I was crying out of happiness or sadness. Hands down the best MCU movie in my opinion. I was a fan of the MCU from the beginning and followed some of the comics as well so the payoff at the end of the film was just something I can't explain, amazing.",2019-04-26,10,39,25,14,English
413,Reed618,"I was really amazed to see this movie cater so heavily to long term fans. The number of callbacks to past Marvel movies and scenes was so impressive. 22 movies and almost all of them fed into this conclusion. As you might expect the number of characters appearing was really fantastic as well.There were moments when I was on the verge of air punching or realised my hands were clasped together in prayer. I laughed, I cried and I left the theater with an enormous sense of appreciation for the Marvel Cinematic Universe. Thank you to all the people who made this movie possible :).",2019-04-26,10,50,32,18,English
414,Zumbacino,"Epic, sentimental and some times a bit messy. It’s unbelievable how many story lines and humorous and touching titbits the Russo Brothers manage to juggle. The final instalment of the Avengers franchise is a joy to watch if you’re invested in the previous films. As a standalone film it’s not as great as Infinity War and in some ways it replays some of it plot points. Still a great and satisfying ending to a grand story.",2019-04-26,8,50,32,18,English
415,joeyabuki,"This is Marvel's most epic film, and possibly the whole history of cinema. Dramatic, profound, with comedy, TOO EMOTIONAL, and a great final worthy and good closing for our heroes. The last minutes are an ode, ALL THE PEOPLE APPLAUDED and then the room completely silent with a lump in the throat, the tears came out and ran down my cheeks.The bar is very high for the future of cinema. I do not have the slightest doubt that it will be the highest grossing film in history, unseating Titanic, Star Wars Ep. 7 and Avatar. (Until the Lion King arrives).",2019-04-26,9,36,23,13,English
417,jhonyrioli,"a word, BRILLIANT!THIS IS THE BEST MCU MOVIE SO FAR AND THAT'S THAT. I will miss this....",2019-04-26,10,47,30,17,English
418,KUROSH,Woooooow.it was unbelievable and amazing.best superhero movie ever.and it was definitely best marvel film,2019-04-26,10,47,30,17,English
419,DontDeleteMeBro,"This movie caps it of with style. Well worth the 20+ year investment into the MCU. The movie has great action, so many easter eggs that rewarded you if you kept up with the 22 related movies, and many, many twists that kept me guessing until the end.The movie DOES NOT succumb to the female empowerment movement that has been pushed in several film franchises over the last few years, except one small scene that was obvious, but it had no overall impact on the film. The Capt. Marvel failure had little to no impact on this film.If you kept up with the MCU storyline, you definitely should be seeing this movie before someone spoils it for you.",2019-04-26,9,52,33,19,English
420,hanzzupp,Perfect. No further explanation is needed. Various emotions were mixed up. Everything is perfectly organized. It's a perfect gift for MCU fans.,2019-04-26,10,52,33,19,English
422,Weeeeee711,My main complaint was there were just too many characters and even in a three hour movie...PLENTY of them wern't done justice...like Black Widow which I'm not really buying anyways..but still..it's almost like everyone forgot she was in the movie.That and the stupid undercutting humor at KEY partsIt was a celebration for the MCU...but also Back to the Future 2!Great scene at the end with Cap/Carter!7.5/10..but we're rounding up.,2019-04-26,8,38,24,14,English
423,Mr_diggaer,"This was the first time, that I cried multiple times during a movie. This is one of the best, if not THE best superhero movie of all time. A perfect ending for this journey of 22 movies in 11 years. Thank you Marvel... from the bottom of my heart - THANK YOU!",2019-04-26,10,38,24,14,English
424,parsia,"this movie is incredible.tony dies,black widow dies,Resurrection of the dead heroes,fun,see Hawkeye again and so many other things.I think this movie is the god of super hero movies.",2019-04-26,10,38,24,14,English
425,HTGamer,"Avengers: Endgame is a triumphant and emotional closure of the MCU's Infinity saga, an epic series of 22 movies starting with 2008's Iron Man. Directors Joe and Anthony Russo have done a tremendous job in managing so many dozens of characters and making a great movie.Let me start with the bad news. Endgame isn't as impactful as Infinity War, because the 1st movie's Snap that erased countless living beings is about to be undone. Another reason for this is Thanos. In the 1st movie he was a perfectly balanced and well-written villain with a human side. In the latest movie he's been reduced to another blood-thirsty criminal, no different than Ronan the Accuser or Red Skull. I expected to see some more character development and backstory for Thanos, but there was none of that. Still Thanos proves to be more than a match for the heroes in combat, much more so than in Infinity War.Apart from Thanos, everything else in this movie is almost perfect. This is the culmination of 10 years and 21 MCU movies' worth of storytelling. The stakes are so high that nearly every MCU character joins the fight against Thanos' armies. I even expected to see the Kree, the Skrulls, and other cosmic beings such as Dormammu or the Celestials (it has happened in the comics) join the fight against Thanos as well because he's the biggest threat to the Universe, but I guess it would have been too much to ask for. The final battle is as chaotic as those of the Lord of the Rings or other epic blockbuster movies, with a satisfying ending nonetheless.But Endgame is not just fierce battles and non-stop violence. There is plenty of personal drama and tragedies happening, too. Characters confront their past and make amends with it. Others have to grief and keep going. But there is also tons of comedy and fun stuff, as you'd expect from an MCU movie. I could go on and on but I'd spoil things. The myriads of past comic book story references are impressive and touching.Kudos to the many actors involved. Everyone did their best job in this genre-defining movie.But most importantly, the audience in the cinema hall cheered, screamed, ""oooh""-ed and cried multiple times during the film's many important scenes. Particularly during the late Stan Lee's seemingly last ever cameo. That sense of community and ""we are in it together"" kind of feeling is not something usually found in other movies.Avengers: Endgame isn't the end for the MCU though. It's like the season finale of a TV series before the next one is broadcast later on. It's an episode where things calm down after the climax and story threads are wrapped up before the next adventure begins. The MCU will continue, but Marvel have yet to reveal their plans for the future. For now, there is the Spider-Man: Far From Home movie to wait for.",2019-04-26,9,46,29,17,English
426,EpicLadySponge,"It can feel a little odd to watch a movie for three hours without missing out on some critical details that can affect the movie in many different ways, but that would honestly be a lie if I would say that just to bring this film down. Marvel has built its world filled with iconic superheroes that we adore starting with Iron Man back in 2008 and now twenty-one films later, we're now seeing what is literally going to be the most epic final battle in the entire Marvel Cinematic Universe. Avengers: Endgame does not disappoint me when it came to telling its story during the aftermath of Avengers: Infinity War and it shouldn't do the same thing to you too. You can easily tell that this is the most carefully detailed Marvel Cinematic Universe movie out of the rest of them and they put their best efforts of care into it resulting in a movie that feels more than just your average superhero movie. Definitely give this one a watch if you want to find a movie that feels more like an adventure than just a movie because you're basically not going to regret the ride.",2019-04-26,9,54,34,20,English
427,elterrible,"I'm sorry this movie was good, but it left the MCU in pieces.You've killed off Iron Man, given the Shield to a man whose not a super soldier, in so doing took away one of the coolest heroes you had (Falcon), then you sacrificed Black Widow with no clear replacement for her either.They barely used professor hulk during the fight scenes and I think everyone was looking forward to a Hulk vs Thanos fight.  Anyway, you have War Machine still around, but no mastermind to upgrade the tech or repair it when it gets damaged (as it often does).The point is, I don't see a clear path forward here for the MCU and all I can see going forward are a series of individual movies without any further Avengers films.I'm on the edge between 6 and 7 for a rating, because it wasn't horrible, but it was the end of this universe as I see it.",2019-04-26,7,35,22,13,English
428,Fire_Happy,"it's not too long, it's too short.I'd like to spend another 3 hours in movie",2019-04-26,10,51,32,19,English
429,NinjaLandGameYT,"EPIC! Endgame is the season finale of Marvel Movies.Some scenes could have been edited down a bit, But why NOT make it EPIC, with one more joke or two. Also, would have like more from certain characters and less of others. More action is always nice too. But when all was said and done, this movie going experience was just about as good as it gets... If your a Marvel fan, and have been following it. If not then it wasn't made for you yet, go catch up and watch the last phase. Amazing Time! 10",2019-04-26,10,48,30,18,English
432,manningn15,"Avengers: Endgame is my favorite movie of 2019, my favorite Marvel movie, my favorite superhero movie, my favorite action movie, and my favorite movie of all time. Avengers: Endgame was awesomely action packed, beautifully emotionally impactful, and extremely entertaining. The performances that the whole cast gave were exceptional especially from  Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Karen Gillan, Paul Rudd, Chris Evans, Jeremy Renner, Scarlett Johansson, Josh Brolin, Brie Larson, Gwyneth Paltrow, Bradley Cooper, Don Cheadle, Zoe Saldana, and Danai Gurira. Elizabeth Olsen, Tom Holland, Chris Pratt, Benedict Cumberbatch, Tilda Swinton, Lexi Rabe, Pom Klementieff, Tessa Thompson, Jon Favreau, Sebastian Stan, Chadwick Boseman, Anthony Mackie, Evangeline Lilly, Benedict Wong, Taika Waititi, and Yvette Nicole Brown all gave stupendous supporting performances. The writing, screenplay, and story were outstanding, funny, emotionally heartwarming and heartbreaking, I laughed a lot and even cried when Natasha Romanoff/Black Widow sacrificed herself, when Peter Parker/Spider-Man was hugging and then saying goodbye to Tony Stark/Iron Man, when Pepper Potts was saying goodbye to Tony Stark/Iron Man, and Tony Stark/Iron Man's funeral. The visuals and visual effects in the movie were remarkable especially Hulk, Thanos, and all of the scenes from the final battle against Thanos and his army. Every single one of the action sequences were magnificent. The outfits and costumes were very impressive especially the new red and white suits that all of the surviving Avengers and the other surviving superheros wore and all of the costumes wore in the the final battle against Thanos scenes. The hair and makeup jobs were phenomenal especially on Karen Gillan as Nebula Hemsworth as Thor, Chris Evans as old Steve Rogers, Zoe Saldana as Gamora, Pom Klementieff as Mantis, Dave Bautista as Drax, and Brie Larson as Carol Danvers/Captain Marvel. All of the set designs were spectacular. Anthony and Joe Russo's direction that they took Endgame was incredible. The music featured in the film was terrific and the score done for the movie by Alan Silvestri is my favorite film score from a Marvel movie and my favorite film score from any live-action movie or TV show ever. I am confident in saying that Avengers: Endgame will be my favorite movie of all time and my favorite thing that I have ever had the pleasure to watch for the rest of my life. Avengers: Endgame gets a huge A+++ from me.",2019-05-01,10,40,25,15,English
433,scsal,"It's really good. They've done what needed to be done to conclude the saga, abandoning the usual cheesy ways superhero's movies end, and makes you understand that all Marvel movies til now were made in prior to this movie. I still prefer Infinity War over Endgame for being packed with more action (and badass) scenes, as Endgame is slower paced. But in a much more real sense, you'll love this either way, I saw people cry, laugh and shock themselves on the session. It's worth every penny and every second.",2019-04-28,8,40,25,15,English
434,onehonestcritic,"It was mostly above-average. There were things I liked. It had humor. The visuals were great. There were many heart-felt moments throughout. But there were things I felt lukewarm about. I know the multiple references to the past were a necessary part of the story, but, to me, it seemed less interesting than other parts of the film, particularly the consequences of a world where half of all living beings were wiped from existence. As Iron Man said, however, part of the journey is the End, and this film was an unquestionably fitting end to an amazing journey. I would give it 9.5, rounded up to a 10.",2019-04-26,10,53,33,20,English
435,Zuzilino,I can't say nothing but positive stuff about Endgame. Russo brothers made (in my opinion) the perfect way to end the infinity saga which started with first iron man in 2008. Absolutely amazing!,2019-04-26,10,37,23,14,English
436,SharableBoss,"Just an amazing ride of emotion and excitement. You'll cry a lot, cheer uncontrollably and stand up and applaud when its all over.",2019-04-26,10,37,23,14,English
437,Cyclebog,It is a perfect film. For a long time i didn't had so big range off emotions from a single film.,2019-04-26,10,47,29,18,English
438,FUEGOITGRE,"The movie is amazing, We all know that a film in proportions with so many characters and many stories is very difficult to understand and makes sense, but surprisingly they do it well. The way he begins to look at details such as coexistence after the elimination of half of the planet is very good and how everything changes, as some take it in their own way and others like Thor from another, such as being lazy and Bruce Banner coexisting with Hulk is amazing.Even so, I think they did things that are not right, like discrediting Thanos a bit with his attitude, I think he does not look like Thanos before the snap.And I do not think that what Captain Marvel did is very useful, since it was not very decisive and with the attitude that makes him feel a bit disgusted. Also, captain America take the hammer of thor so without sense I dislike a bit. I think this movie has ended well and has been a turning point in the movies of super heroes and cinema in general. With the death of two of the greatest.",2019-04-28,9,31,19,12,English
439,tarek18adib,They nailed the post-war outcomes of the snap with deeply emotional feelings. The characters made us love this movie. I loved how they explored every character. And they stuck the landing. Couldn't see another ending.,2019-04-26,10,49,30,19,English
443,jaredwallace91,"The bow the tried to wrap everything up with at the end of the movie was a little wrinkled, but the movie experience was one I will never forget.Also: Sam says ""On your left""",2019-04-26,8,30,18,12,English
444,Daniel_Endure,"It's a bit slow in the first hour, a bit of a mess in the second, yet ultimately triumphant and incredible to watch unfold in the third hour. It will make you chuckle, maybe even pull at your heart strings as it pokes and plays with the past as it reaches its conclusion... But it nonetheless certainly drags before you ever get there... Call me crazy, or just plain greedy, but I had a bit more fun with the singular hero in Shazam! earlier this month.",2019-04-26,7,32,19,13,English
446,SeraphLucifer,"It was an OK movie. Dialogue and character interactions were good, time travel was established quite well and referances were great. However the movie was just a fan service composed of moderate drama and comedy. The MVP were Nebula, Nat, Clint and Tony. Steve was OK and got a somewhat decent ending. Hulk was mediocre and Thor was straight trash. Overall, movie was boring and too much over-hyped. Storytelling was nowhere near Infinity War and plot was nothing extraordinary. Thanos became a casual Marvel villain unlike his counterpart in Infinity War. This time he had no depth, minimal emotion and an unimpressive arc. My score is 5/10. Mostly because of how well Russo's dealt with time travel and our lesser hero got moments to shine. Unfortunately rest of the heroes were uninteresting and useless.",2019-04-26,5,110,43,67,English
448,Raymoiful,"This movie was a huge disappointment. A mix of plot holes, inconsistencies, paradoxes and logic defying rules of time travel about which I can talk for hours. I will rather not get into that to keep this review short. My next issue is with how they mishandled some characters. The most obvious victims to this, but certainly not the only ones, were Hulk, Thanos and Thor. Even humour was not working. You have to make sure to not cross a line when something instead of funny becomes annoying, cringey or even outright disrespectful and offensive. I feel like they failed at finding the right balance in Endgame. The butt of almost all jokes became Thor. Instead of making him funny though, like in Ragnarok we loved, they made us to laugh AT him. They simply turned one of the strongest characters in MCU into a joke and scrapped like 10 years of his character development when he just gave up on his people. That was cheap. Another thing that kept me bothering were the SJW moments. As a woman I love to see strong female characters, but this felt forced. All in all the movie is in my humble opinion a mix of lazy writing, fanservises, and a lot of money that went into its production in hopes that under all that glitter and expensive CGI people will not notice just how weak the plot is. And it seems like it is working.",2019-04-29,1,118,43,75,English
449,Investigatorr,"I'm disappointed. The script is poor. A few characters are absurdly marginalized, others were forced into the plot. There are clear inconsistencies. The ending is rushed.",2019-04-26,4,91,29,62,English
450,Majorllama,"They got so many things right... then turned around and got so many things wrong.If I had to guess there were many disagreements about how to go about this movie and it shows in the writing/pacing.Im sure this movie will go down in the record books both in money made and ratings, but there are so many movies in the MCU that are better written and better executed.Ill watch it again once it comes out on dvd and see if a second viewing changes my opinion.",2019-04-26,4,83,26,57,English
451,zeknoss,"The movie left a bad taste unfortunately.- Wamen power was pushed obviously in one ""in your face"" scene and of course in every scene captain marvel is in, it was distasteful- Captain Marvel being pushed into the movie with some reshoots is damn so obvious, you can clearly tell her scenes feel very off- Nothing explained about the infinity stones, no conclusion to why what happenned. No answers to what happened to Titan, no answers to the mistery in the wisdom of the stones- First half of movie is very emotional and satisfying- Robert Downey Jr's best acting in his carreer was in this movie- Why did Loki die? What did he mean by ""you'll never be a god"" or ""sun will shine upon us once more""? No answers. And he seems to be permanently dead.- Thor is the most wasted character in the movie. He sacrificed the most, he lost the most, he suffered the most, yet here they make him an alcoholic Zakk Wylde with broken character riddled by insecurities playing Fortnite! He didn't get any redemption nor satisfaction, in the end he gave away what he already had as well, but what of his vision in Age of Ultron? What of his wisdom that pushed him off to go searching for infinity stones?- Movie feels to be changed dramatically after a sudden change of mind and if there is multiple cuts / alternatives for this movie this is not the best one among them, for the depth, immersion, feeling of a structure do not exist in this movie. All the characters and events are miles wide, inch deep.- This Thanos is not the same great antagonist we saw in the IW. He is shallow, insensitive, as a matter of fact, shallower than Ultron.- Action scenes are too chaotic, the fight sequences that focus on characters we saw in IW do not exist in this one. Just too much blend CG.When I came out the theater I asked myself: ""Are these the same guys who made the Infinity War?""",2019-04-26,2,170,53,117,English
452,smoothpantagana,"Yeah, I hoped for a good film, but this was nowhere near one…As it stands the first part of this duology is a much stronger film. So Infinity War &gt; Endgame. By a huge margin, I would add…SPOILERS AHEADEndgame was rather disappointing and slow, the pacing was awful, and it just sort of fizzed out by the end of it, not even the death of Iron-Man felt special. His previous fight with Thanos on Titan felt more impactful. And that’s just it… The film rang hollow as a whole. It just did not flow as easily as Infinity War, and was lost in its time travel shenanigans… Spider-Mans and Peppers goodbyes felt like ticks on squares. Its like the rollercoaster ride was a flat line that didn’t take the highs to where they should have soared and as a result it meandered through long stretches of melancholy emotions and dialogues, many of which could have been cut shorter. They lost on film, on action, to honour characters, parents, loss, grief, friendship... I get that, but it’s a lot and too much at times, so they lost the dynamics of film in the process. The films story-telling suffered. Its depressive opening tone was soon undercut by its trademark one-liners and quips, and it soon felt like the whole film was straying in a strange direction where the filmmakers couldn’t decide which way to go and how they wanted to paint the film as it were. The way they went with many of its characters and their moments felt like they were not holding up or were just jarring. Some of these are…What have they done to Thor? It feels like they ran out of creativity so they lazily shat on his character and made him a **** and a loser. Also, Thor somehow beats Thanos with a fully gemmed glove with Stormbreaker, but can’t do so with Mjolnir and Stormbreaker against Thanos without any gems? Where is the consistency? Also, if he takes Mjolnir from another timeline than what does Thor fight with in that timeline, in the Dark World and Ragnarok?What have they done to Hulk?  We don’t get any action from the Big Green. Its especially disappointing after he was held back in Infinity War. So there is no payoff for Hulk? Really? They fumbled his character where he should have unleashed the monster and overcome his fear of Thanos. Big mistake character wise. They left him unused. One-armed and weak. Shame, it still feels like such a huge and glaring missed opportunity.Also, the whole soulstone bit with Widow and Hawkeye just feels like a cheap gimmick after the drama with Thanos and Gamora in the previous film. Hawkeye is mourning the love of his life, his family, so the Russos make him ultimately sacrifice himself for a collegue from office? Cause that’s how their relationship always felt. Isn’t getting the soulstone about the ultimate sacrifice one makes? Why didn’t Banner go with Natasha? It would have made more sense soulstone story wise? Hell, Cap had more chemistry with the Black Widow than Hawkeye… Odd choices.There are many other missteps (a friggin rat?), but in conclusion: Nothing remarkable happens for the first two hours (for an action spectacle film, spectacular action is nowhere to be seen) and the third act or hour feels overstuffed and incomprehensible, with dialogues and action all over the place. Where Infinity War was good at balancing characters, acts and plotlines, Endgame is nowhere near as coherent. The last act feels like too much of everything, and very little of it is quality. Honestly, Endgame does not FEEL like a magical blockbuster experience after you exit the theatre, nor does it deserve a higher grade than a 5/10.",2019-04-26,5,71,22,49,English
453,Rhodawgs,47 out of 100 . Enjoyable somewhat but is clearly set out for closure needing fan base.  Poor script and dull emotional baggage bonded with lucky plot scenes over and over again. Compared to the comic unimaginative and another same old loophole movie dragged out over 3hrs...... entertaining in parts but the 6 rolls in every scene for every instance with these defeated bunch brings eyerolls for the most part. Especially the absolute silly she scenes eyerolls pretty much just barely keeping you awake at this point. Thanos character is inconsistent and stripped down  let alone others in the movie.  Plenty of plot holes and sub plots that are just to rubbish to expand on. The last movie was much better and I'm sure many needed the enjoyment of closure around the story. But a stained finish to the marvel seris really and kinda left out a movie for everyone. The movie was about bringing back and includeing everyone but the movie was catered towards certain audiences and lack luster scenes of luck isn't up to scratch and was a below par mashup . Long . Lazy.,2019-04-26,4,85,26,59,English
454,kaenek,"It feels and watches like a seasin finale of a series. You don't expect it to be good. You expect certain thing to happen. They happen. And it's not good. This picture is about 4 of the avengers. The rest is not important and non-existent. Tip for Disney: when you hype different, fake plots to keep the real one secret, try to make this real one better then the fakes...",2019-04-26,3,164,48,116,English
455,Lundorff,It is unfortunately but not unexpected that they would drop the ball at the end. There are simply too many characters and the story is quite boring and messed up.,2019-04-26,3,135,38,97,English
456,Sigmacenturion,It is a ten year build with ten years of plot holes that pile up. The most notably happen when a lot of Age of Ultron plot points are forgotten and characters lose abilities and information for Thanos to be a threat. The humor in this movie is too overpowering considering the situation. How they did Thor and Hulk dirty was a major turn off. This movie didn't live up to the hype. The last 30 minute is good but then you are left with mainly plotholes in that fight as everyone waits their turn while dispatching easy killable villains and disappearing air support that ignores enemy ships for Captain Marvel. The whole run the gauntlet is stupid considering they have an army of teleporting sorcerers who can also just teleport Thanos to pieces or just drop him into the upper atmosphere. Hulk doesn't redeem himself from his lacklust performance in Infinity War.,2019-04-27,2,80,22,58,English
457,Alternative4,It kinda feels like they phoned it in this time around along with Captain Marvel being an objectively **** **** hero due to her powers. I dont know it just didnt feel right in the slightest in comparison to infinity war.,2019-04-26,3,99,27,72,English
458,Elakking,"As always great action and visuals, terrible plot and storytelling. I'm really disappointed they went the time travel route, it's one of the cheapest storytelling devices, especially when it's used in a completely unoriginal way like this.",2019-04-26,2,78,21,57,English
459,ChillJohnHill,"It was far too long (for the last hour and a half i was hoping it would just end already), a lot of cringey geek moments (camera stares when a character shows up that you forgot about, happens about 20 times, stupid catch phrases from previous movies), tried wayyyy too hard to be serious and sad (its a comic book movie, just make it fun), the sound track was meh at best and lastly and most importantly you saw Jeremy Renner’s atrocious haircut wayyyyy too much.",2019-04-26,3,134,36,98,English
460,bubba5,"Whiny, boring and way too long. Captain marvel was forced into this movie to be a glorified intergalactic uber for two seconds. hulk goes into a teleporter with dr Phil and can now smash and do your taxes at the same time. Infinity stones used to cause instant death, but can now be held by anyone. Its gross that a movie this bad will inevitably be one of the most profitable movies of all time. The professional reviewers should be ashamed to give such a mediocre movie glowing reviews.",2019-04-26,1,127,33,94,English
461,fcschettini,"Boring, long and far below expectation after the great movie infinity war. First two hours trying to explain crazy time travel theories. Last hour, with more action, nonsense dialogues, dark battles and low impact after return of heroes previously swept. Didn´t like it.",2019-04-26,3,135,35,100,English
462,Siome,"Boring, trunkated characters, plotholes, stupid story, badly managed drama. Way to long... All events are predicted from A:IF easily, no surprises. Worst possible ending of the saga. Goodby my dreams of an epic conclusion. And a last question... How can universe can still exist if the one that make it like this disapear before doing it ? Storytelling noobs... Stop ruining my childhood superheroes...",2019-04-26,2,133,34,99,English
463,Oscarretrogames,"This is the biggest fail I ever seen. I loved precedent chapters, I really wonder how they could change an awesome heroic adventure into a poor comedy with no action (6 minutes of fight on 3 hours? Less?) I can't imagine how Hulk's or Thor's fans are thinking about it... I'm really disappointed on this closure.",2019-04-26,0,144,36,108,English
464,KnightKing,"This movie had GLARING plot holes and character inconsistencies but i'll focus on just Cap here.   How did he show up as an old man?   If he was able to go back in time and rewrite things, which is what they tried to explain was not possible, then how did he go back and marry Peggy?   Also,  Tony just died and the universe was just attacked----and he decides to sit on the bench after that?    Also,  how did he return the stones in it's original form i.e. the space stone back into the tesseract.   Once everybody calms down you'll see that this movie was a gigantic mess that the Ready Player One climax does not make-up for.    Act 1:  Leftovers TV show  Act 2:  Back To The Future/Time Travel that fails to stick to it's own logic  Act 3:  Ready Player One/fan service.",2019-04-27,3,72,18,54,English
465,Vothross,"I absolutely hated this movie, i thought it was boring, poorly written and inconsistent...-Time travel and the way it is used in this movie absolutely sucks, it's so convenient and almost without negative repercussions to the main time line..-Thor and Hulk are a joke in this movie.(Thor is too weak even with two hammers and the Odinforce and is fat, drinks alcohol and plays Fortnite and Hulk is basically Ruffalo with CGI and doesn't participate in any action scenes)-Captain Marvel and the way she is portrayed in this film is horrible, she just comes and one shots Thanos's entire army while Thor with 2 hammers and the Odinforce can't do anything.-in a movie with time travel elements in which they just resurrected the entire marvel universe how can Tony Stark die?can't they just go back in time and get him? (we have Gamora from the PAST living in the PRESENT now!!!)i get it that the actor's contract is ending but still..-Thor abandons his people and leaves with the Guardians???wow that was laughable, they are probably planning for a New Asgard series so probably because Hemsworth can't participate they just had to put him out of the picture like this?-Falcon is the new Captain America?why???isn't he just a regular guy..why not Bucky for example?-all female superhero moment...the amount of cringe!!!-the tone of the movie is like this...pointless drama with bad jokes-the last battle is pretty impressive but doesn't last for long and captain marvel totally ruins it...-they should have used the marvel cosmic beings and give this battle much bigger scale, after all thanos affected the entire universe not only earth.-Nebula kills her past self while being in the present and SURVIVES??!?!?!?-Pepper Pots is able to pilot the iron man armor like a pro, better than War Machine.-Dr. Strange does absolutely nothing in this movie, he just collect all the heroes off screen and opens some portals in the end, oh and he uses an aoe spell for half a second. These are only some of the flaws with this movie..Of course it will make a lot of money but it's mostly due to the hype and Disney's promotion which is essentially the best in the market...",2019-04-27,3,78,19,59,English
466,metacec,"Way too many plot holes and inconsistencies to be a great movie. I have always been a Marvel fan , but this is unreasonable. The time conundrum's not withstanding , I feel , the Hulk and Thor were both pushed aside. Capt. Marvel is way too OP and Capt America wielding the Hammer better than Thor? Tony Stark wielding the Gauntlet that the Hulk couldn't take? Convenience is not a good excuse for poor storytelling. Don't even consider the time element. Nothing more than a money grab by Disney and Marvel. Sadly , the fans will flock and they will feel justified. The most important part of any movie is the story. It seems harder and harder to find a cogent and entertaining movie nowadays. Hundreds of millions of dollars and this is the story they come up with? Again , a fan of Marvel since childhood , I feel betrayed. As a child , I mowed lawns so I could buy my favorite Marvel comics. Hated DC and still not really receptive to their stories or characters. I felt the same way with The Last Jedi. So maybe it's a Disney thing. In summation , this movie is truly disappointing for me. A lifelong Marvel fan , maybe it's time to watch something else.",2019-04-26,4,62,15,47,English
467,MarkCro,"It's in my opinion the worst marvel movie I've seen and I've seen all except for the captian marvel movie. I loved the previous avengers movie, which I rated 9 out of 10. I was looking forward to the movie and got disappointed big time.Endgame is slow. I mean really slow. The first 2,5 h you barley see a action scene. It's full of plot holes, which make the movie unbelieveable. I know its fiction but that doesn't mean you can cut all the logic and get away with it. The plot itself was very predictable but there was not much plot left when you take the jokes and the fanservice away. The antagonist was reduced to the absolute minimum. Infinity War build Thanos as the best and complex villain in the MCU, just to turn him into a one dimensional world destroyer. They alter their characters in parodic ways. Some may find it funny but not me. The humor is also a big factor. Infinity War had funny moments but this was a absolute gatling gun fire of unnecessary jokes and none of them hit. The jokes were overdone and they rode the dead horse many times which lead me to hide my face behind my hands for most of the time.We need better ending to all these years of loyalty. So many things in this movie are unreasonable. This movie needs to be snapped out of existence...",2019-04-26,1,76,18,58,English
468,AsukaLS,"I saw the movie yesterday. I'm not a Marvel fan but I saw the Avengers saga and the last movie was good.- Captain Marvel appears at the beginning of the film with some effects taken from a class B movie following a scene with an extremely arrogant dialogue on his part front of the other Avengers. (Come on! you did not appear in the other movies!). Then she disappears during the next 2 hours of film (I guess she went to take a haircut in that time) and she returns to destroy Thanos' ship in a ridiculous way. No one on earth is capable of destroying it? Or do something? Come on!.- The Incredible Hulk takes two whole movies without even giving a slap. It is one of the most important characters in Marvel comics and his scenes seem that they were of a film of Shrek (With a little more of intellect).- Thor... I have no words to describe how they humiliated one of the strongest Avengers. Marvel should never again print a Thor comic after this. I hope to make a team with him in a videogame or see him in a pub sometime. (Or maybe one day I find him playing bowling with Walter).- I did not finish to understand the trips in the time. More precisely in the scene that Antman returns to the present. I do not remember if it was in a previous movie or when he set up that machine. A friend told me what happened in one of the 23 MCU movies. But if to understand 1 movie I must see 23 movies something is wrong. - Excessive humor in the whole movie. It also happened in all the saga. There are moments of tension that need some seriousness in the movies but are ruined by some silly joke.- Unnecessary feminist fight- I did not like the dialogue of the final scene with Thanos saying ""I am inevitable"" and Ironman answering ""I am Iron Man"". I think it would have been better if he said ""We are The Avengers"".Throughout the saga there were moments that seemed to be watching Iron Man movies with sporadic participation of some characters.That final dialogue finished confirming that the saga should be titled as ""Iron Man and The Advengers""- I think the duration was long, maybe 2 and a half hours (or a little less) would have been enough.They missed the opportunity to give a great closing to a saga that began from minor to major.I want to congratulate the sound director and his team. The rest take a break and rethink if you want to continue doing bad movies.",2019-04-28,2,76,18,58,English
469,bamjama,"Fell flat. Started high but slowly declined into boredom. Certainly the plot and characters are all subversive, but so is eating what you think is a chocolate chip cookie and finding raisins instead.",2019-04-26,0,107,25,82,English
470,ShamrockVA,"Poor and boring fight moments, stupid jokes for idiots and e hours of next thing. Fat Thor, Captain with god’s hummer and others silly moment destroyed this movie",2019-04-26,1,99,23,76,English
471,euu,"I wasn't expecting much based on the Trailers and I was still dissappointed. Infinity War was a great movie so it would have been better to just end it there because in order to bring back all their cashcows they came up with the most contrieved time travel plot I have ever seen. These things rarely work in movies and this time is no exception.But even if you turn your brain off at the stupidity of the plot there is very little left to this film. Most of it boils down to ""Member this, guys?"" moments that don't really add anything that we didn't already know to most characters and in some cases ruin them completely(Thor). Also, you can easilly remove about 60 minutes of this movie and it would actually be improved as much of it consists of characters trying to convince other characters to ""just do it"". We know that they eventually will, so why spend that much time on it?How's the action? Boring and devoid of tension. Also, in very small doses. Other the the final battle, that looks like the cutscene of some gereic video game from 10 years ago, there are very few action scenes. How are the visuals? Like most Marvel Movies, cheap and bland.And finally, for the characters, the thing these movies are most praised for? Let's just say that the character who gets the most satisfying arc in the series is freaking Nebula. I guess Cap sendoff is alright, Tony's sacrifice could have been great if there was any buildup to it. the Hulk is still a joke and Thor? Well, after many movies of development where he needs to learn to be a good king he realizes that he just needs to be himself, a fat, drunken slob and leave What's Her Face from Ragnarok to lead Asgard. Truly the best ending to a series ever!",2019-04-26,3,71,16,55,English
