,user,review,date,user_score,review_votes,review_upvotes,review_downvotes,language
302,TVJerry,"If you’re a fan of the Marvel Universe and are invested in the characters, you're in for some satisfaction and a few shocks. If you like lots of noisy fighting and chaotic editing, you'll find yourself loving it. It's plotted as usual: an evil power (Thanos) is intent on destroying much of the universe. The collection of superheroes is almost countless and their collective battles seem endless. Despite a few minutes of drama and some wisecracks, it's just bombastic overkill. The effects and visuals bring nothing new to the genre. As for the rumored dispatch of heroes, unless they pull future reversals, a number of stars are out of their contracts. The post-credit scene features even more upset.",2018-05-01,4,12,4,8,English
303,garhent,"I was looking at my watch a 1/3 of the way into the movie, its a bad sign.  The movie deviated on Thanos's backstory on his origin and Lady Death.  It was like a cook feeding you five good meals mixed together at once.  It wasn't horrible, but it would be more of a netflix than see live movie for me.  There were bits of the movie that were decent (stark/spidey, any scene with thor, a scene with gamora/quil), just wasn't a grand slam for me personally.",2018-04-28,5,12,4,8,English
304,Truejustice,Most likely best movie ever made... if you love MCU you will love this... so many characters yet so deep and epic. Of course if you hate MCU or superheroes or you are DCEU slave you will not enjoy this... but in that case GTHO,2018-04-27,10,12,4,8,English
305,AxeT,"These Marvel movies are all comedies now, not adventures played seriously but sometimes laced with humor as was the standard before.  It's all one liner driven with some of it slyly funny yes, but that's so easy compared to story craft which in this overlong bloated padded bore of cliché laden recycled over-the-top ludicrous nonsense is slight.  What unpredictability exists is too little too late, and the unusually unbearable amount of silly flat-footed time filler introductions by each of the too many characters all thrown together in such a clunky 8 year old mentality kind of way it makes the word contrived seem too lofty for this level of brain drain.",2018-05-18,3,12,4,8,English
306,Captain105,This movie was to much to fit into one movie if I tried explaining it to someone I would utterly fail. Sure there were some good aspects to it including the space drama and Thanos himself but overall it was a let down it was jammed with to much action and cgi and didn’t have enough drama and acting. Half the people had only one line! But as always there were less jokes then ragnarock but the guardians of the galaxy are very funny. So this movie left me with mixed ideas and a very confused mind.,2018-04-30,6,12,4,8,English
307,judahjsn,"I can't believe the hype on this. A nearly 3-hour cliffhanger? People are calling this the greatest superhero movie ever made? But the story is only halfway through... The first Avengers movie was a story with consequences and it hinged on the dynamics between the heroes and the politics involved in their motivations and stories. This movie is too full of IP to do that. It's essentially three hours of rock, paper, scissors. Endless showdowns where one power level clashes with another power level and one wins out based on the arbitrary decree of the rules. I think you have to be a gamer to find this interesting, and to think that Thanos is a compelling villain. That's another thing. I love Josh Brolin but his everyday bluecollar American male speaking style makes Thanos seem less than mythic. Superhero movies have maxed out on scale. Now that nothing short of the fate of the ENTIRE UNIVERSE is at stake, where will they go from here?",2018-05-02,4,9,3,6,English
308,anand5059,"The movie builds with the plot with plenty of action, humour with the last few moments was tense, thrilling and heartbreaking. The movie is an Action Masterpiece.I can't seem to get the movie out of my mind ! Loads of content, all of our lovable heroes, hilarious as always and fantastic action sequences Marvel is always known for, yet focused on the huge ambitions it tries to achieve.Its not just any movie, an EPIC that threads together 18 movies before it which makes it massive than any movie ever made. It has everything fans expect from a Marvel movie but also delivers some unexpected things, a truly unpredictable ending that might surprise/frustrate the audience but enough to makes us wait for AVENGERS 4 already.Kudos to Russo brothers for their incredible effort in making this huge movie, also remembering Joss Whedon, Jon Favreau and all the directors involved in earlier movies and of-course Kevin Feige, the mastermind behind MARVEL STUDIOS for making this brilliant crossover universe possible !Avengers Infinity war is a perfect gift for fans from MCU in their 10th year anniversary! A Movie to enjoy and experience in theaters !",2018-04-28,10,9,3,6,English
309,pedvie,"Was it Thanos...or was it actually Mathus the Avengers were fighting?  Overall, the movie was great popcorn fun entertainment.  Busy, busy start to finish, felt hurried, but just manages to get through without fatigue.  Here is my main criticism, as someone who doesn't know much about the MCU, did Thanos channel Thomas Robert Mathus in all his Marvel comic book appearances?  In the movie, Thanos' motivation to kill 1/2 the Universe's inhabitants is...ready for this... resource scarcity due to overpopulation.  Does ""Hollywood"" even suspect they can't sneak this political programming hornswoggle past anyone who is actually awake in the audience?  Or are they banking on the reality that most are figuratively asleep?  In this one, the anti-hero (or probably the true hero in the eyes of green party) acts like an intergalactic communist dictator...everything for the ""good of the people"".  What bothers me most, besides the unyielding indoctrination laced throughout our pop culture, is that Thanos was treated rather sympathetically by the story tellers.  Draw your own conclusions from that one super heroes.",2018-04-30,6,9,3,6,English
310,twall3,"Epic movie, with a very trippy ending. Did a great job giving each of the many characters enough minutes of their own to not feel manic and hurried. In the midst of a very brooding undertone, many humorous moments were a welcome break. A quality film that leaves you thinking through just what the heck happened at the end. One of the best Marvel movies to date.",2018-04-29,8,9,3,6,English
312,BeastJ18,"Exciting and competent. This film brings together the last decade of Marvel movies in a mostly successful extravaganza. However, it definitely should've focussed a bit more on being a good standalone story, with some resolution and reason. Instead, this movie starts out very strong and then turns into a less satisfying build up to the next Avengers film. The visual effects, cast ensemble and direction is good, but the writing suffers because of the desire to keep the audience spending money in the future. Also a lot of the character decisions and logic are completely off. Such as, having the Time Stone and deciding not to fix some of the devastating events before it is taken away from them. This film lacks higher storytelling ability and basic intelligence. As with any Marvel movie though, it isn't without it's flaws and is not intended to be a brilliant work of art... Nevertheless, it is still extremely fun, exciting and the action is non-stop. I enjoyed the film very much and look forward to seeing backlash and conclusion for the story in MCU films ahead.",2018-04-27,7,9,3,6,English
313,Cineflux,"Overall it's good entertainment, but it loses points for:The Iron Man armor is based on ""science fiction"", and the ""magic nanites"" are really not credibles for a movie.Pass too quickly on Thanos motivations and the consequences of the end ... the people who do not know the comics are struggling to integrate the reasons for this end.A little too much fan service ... for my taste...",2018-04-29,6,9,3,6,English
314,getmecharles,"Visually it looks like the $200M production it is.  The story line was unfortunately weak as it romped through a buffet of characters.Thanos wins because the script says he must, not because he should, or because he had a better plan.  The good guys lose not because they they had a moral failing, they just don't ever seem to quite pull it together.  The film asks you to care about losing people, but this is Marvel - they ALWAYS come back for another episode.  The Hulk, Dr. Strange, a tech team of humans, and even Thor all swing and miss - why?  Because you MUST come back for another movie.  Why? Because DISNEY owns Marvel.I wouldn't be surprised if it takes TWO more movies for Thanos to lose and the fallen heroes to be returned.",2018-04-30,4,9,3,6,English
315,jflartner,"I have loved almost all of the MCU movies before this one, so I was VERY excited to see it this past Saturday. Unfortunately, I walked away from the theater disillusioned and disappointed.First, let me say that I laughed, teared up, and was on the edge of my seat at points during this movie. There were some genuinely awesome moments in this film that were really pleasing. The overall tone of hopelessness and despair was countered well by moments of comedy and grandeur that worked well - mostly because of all the work the previous films did setting this one up.But that is one of my first issues with the movie - it does not stand on its own. And perhaps it was never meant to, but as a movie on its own, Infinity War simply fails. Most of what makes this movie enjoyable is the 10 years of backstory I have been hugely invested in. Without that, this movie is just a shell.That is all without mentioned the fact that this movie absolutely feels like the first 3 hours of a 6 hour movie. It has a strong first act, tense second act...and then it just ends, without an ending.Thanos as a character is given a lot of screentime, but nothing the writers did made me think of him as anything other than a genocidal maniac. Thanos is just as uninteresting as a villain as superman is as a hero. Ultimate power means doing whatever you want, which is exactly what Thanos does for two and a half action packed, but inconsequential, hours.And that ending. It is intended to rock fans to their core. But the character ""deaths"" that we see are undercut by two things. First, in Thanos' own words, the 50% of the population being killed are random. Our heroes are killed by an omnipotent force at random. Not exactly tense or meaningful. Second, any fans of the MCU who engage with the franchise at any level higher than just watching the movies knows that several of the characters who have ""died"" have films either in production or under contract...while many of the characters left behind are almost finished with their time in the MCU. This does set up Avengers 4 to be VERY satisfying, with the old guard set to either die or retire to make way for the (somehow resurrected) new.But just because the whole story (Infinity War and Avengers 4) is probably going to be amazing does not mean that this movie stands on its own, or is even good.Like I said, I was pretty disappointed by Infinity War - but I'm very excited for next year when I finally get to see the ending.",2018-04-29,6,9,3,6,English
316,kiwijinxter,"It's like Transformers, but with a story intact! All the Transformers movies were epic to me, but as the sequels came, the stories got more and more lost. Not Avengers: Infinity War. As an ex-comic collector (over 15 years), I was quite well acquainted with Thanos. My biggest worry was how they were going to pull off a weird looking hulk of an alien like him and not make him look like a doofus. Pulled off they did. Thanos was convincing and menacing, but most importantly he felt ""real"". Of course, no one can fault the fantastic, solid cast in the Avengers - Captain America, Iron Man, Spider-Man, Scarlet Witch, Dr Strange, etc. (though I missed Hawkeye) were all rock-solid and it's amazing how their characters shined through despite the very very full cast of the Marvel Universe. The action was epic - this is where it reminds me of Transformers - where the CGI was fantastic, blended well, etc. The difference? Infinity War had a rock-solid story that tied in all the characters really well, and it had a whole raft of emotions - funny, sad, poignant, shocking, surprising, mindblowing moments all came through the movie. It is one truly epic movie that deserves to be on the big screen. I love it, and can't wait for the next part. Highly, highly recommended.",2018-05-01,9,6,2,4,English
317,jacob4,"The moment every MCU fan and nerd has been waiting for! And it did not fail to deliver! Infinity War delivers epic and amazing scenes one after another. All the heroes present shine and give it their all to take on the villains and save the world. And Thanos truly lives up to the title as one of the biggest and baddest villains the MCU has ever faced. The Russo brothers do an excellent job of balancing the right amount of comedy and action, and staying true to some heroes quirkiness and heroism. All the action and massive scale fights are awesome and breath taking. And an absolute spectacle and marvel that must be seen to be believed. You can't call yourself a Marvel fan if you don't see this film!",2018-04-28,10,6,2,4,English
318,clei,"By far my favorite Marvel movie. Everything is just perfect, the performances are so amazing, one more time Tom Holland stole the scene. Finally we see some deaths, I just hope they are not definitive.",2018-05-01,10,6,2,4,English
319,FoxyByProxy,"I feel as though this is a low to mid tier Marvel movie. After seeing Ragnarok and hearing all the buzz about how great this movie was, I left the theater sort of disappointed that I spent $12 to see it. That isn't to say it isn't worth watching, but I really think it is better off as a rental. The only time I was really ""wowed"" by the movie was when Thor was on screen because he has turned into an awesome character, and the after-credit scene because of what it hinted (despite the hints already being confirmed). Tl:dr wait until it comes out on DVD and rent it. Nothing super important happens.",2018-05-05,5,6,2,4,English
320,Borgoros,"A strong movie that ties together more movies and characters unlike any other. And what about Thanos, a enemy with a LOT of nuances. The gauntlet´s powers is awesome to watch. And now Thor finally shows his true self. That scene where he arrives in Wakanda with Rocket, Groot and Stormbringer... Iron-Spider and Iron Man with nano-tech. WOW! You never know who will survive and who dont. Epic movie, with thrilling scenes and a story with good drive.",2018-04-28,10,6,2,4,English
321,Jelani82,"I’m really mixed to positive on this one. It’s hard to explain my feelings about the movie without spoiling it, so I’ll say this: the things that this movie does well, it does it REALLY well. Thanos was great as villain (his motives, not so much), the action scenes were good, I liked most of the character interactions, there were some emotional scenes that were done well, and a few things will transpire that you won’t see coming, which was very exciting. After Thor’s last atrocious solo outing (Ragnarok), I didn’t really care much for his character but this time around, the Russo’s brought the thunder (pun intended); he was my favorite of all the Avengers in this film (even though there were some still some residual Ragnarok traits, I’m willing to forgive them). The things that it does bad, it does REALLY bad. A lot of the humor was contrived; some of those emotional/dramatic scenes were ruined by poorly timed jokes, something that Ragnarok and GotGv2 suffered from immensely. Towards the middle of the film, the scenes seemed to kind of jump all over the place but that’s just a small nitpick on my part. Certain characters were handled in a way that really bothered me, but I can’t divulge on that point without spoilers. Lastly, the ending just fell flat for me; I understand what they were trying to do with the ending and it DID work to some degree, but for everything that happened in the movie and for it to end the way it did…it just didn’t sit well with me. Overall, I thought the movie was good…the Russo Brothers are excellent directors (Winter Soldier is still, by far, my favorite MCU film) and I’m ready to see what they have in store for Avengers 4!!! 7/10",2018-04-27,7,6,2,4,English
322,CalebHo,"As a standalone movie, it's not the best Marvel has conjured up but this was never meant to be a standalone; in fact, none of the movies in the MCU are standalone movies. They all connect and lead up to this - the greatest assembly of heroes in movie history, and that's what makes it spectacular. To see the culmination of a grand scheme 10 years in the making displayed so wondrously on the big screen is a moment in cinematic history to savor.",2018-05-01,8,6,2,4,English
323,The3AcademySins,"I was very impressed by the latest addition to the Marvel Cinematic Universe! The movie truly handles it's huge cast well, and the action is intense and jaw-dropping. The story is very impactful, and one of Marvel's best to date. If you haven't seen ANY of the other movies, you will be quite lost, but if you've seen even one or two, the movie will definitely make sense to you.",2018-04-28,7,6,2,4,English
325,SilentTactician,"I really enjoyed this movie because it took the time to make sure that all of the characters meet together, that we got an excellent background on Thanos. We felt the chaos of the Avengers, Dr. Strange, and the Guardians as they all try to come to terms with Thanos's power and meeting each other.  Although Loki died off because his character arc was complete and the Hulk has trouble being the Hulk; Thor Odinson really stepped it up and has come such a long way. Thor no longer has any family left. his homeworld is obliterated and half of his people are dead yet still, he fights. Stark watches everyone around him die hopefully believing that Dr. Strange picked the best outcome for the world. Sometimes the galaxy murder has to win. Now we are left with the OG Avengers and some other ""lucky"" survivors. I was tense the whole movie, enjoyed the complex dialog, enjoyed the characters all coming together and still acting as themselves. I enjoyed watching all the powerful female characters fight alongside their male counterparts and I thought it was good that they made this the MCU changing movie. In my opinion, they were able to pull it off very well and I'm interested in seeing more of what the MCU has to bring to the table.",2018-04-28,9,6,2,4,English
326,Paradigma,"I am shocked! The improbable movie, I thought that there will be an unsuccessful copy of the Black Panther, but I have been pleasantly surprised.Thanks for the fine movie.",2018-04-28,9,6,2,4,English
327,LivingTribunal,"Its scale is the biggest I've ever seen and I was satisfied with it. The action sequences were simply amazing. However, everything happened so fast, and I even felt that it was too fast. Until soul stone, I predicted almost everything, but after that, everything I predicted was wrong. Thor is so cool, and Thanos is just strong and even cooler. The ending was awesome to me., because I am a big fan of the comics.",2018-04-27,8,6,2,4,English
328,DragonDHitman,"A good movie with a lot of unexpected events. Story is told perfectly not only from the perspective of the heroes but the villain too. Some characters were lacking screen time but they weren't as important as other characters that got just enough of it. The villain Thanos in my opinion the greatest villain in the MCU, he's story and motives are great, they weren't soft but yet dark in some way.",2018-04-27,10,6,2,4,English
329,vikasy199,"After a successful set up for almost 10 years, Avengers: Infinity War is the latest film in the MCU that will surely satisfy all the Marvel fans out there. With its gorgeous visuals and a complex villain, make sure you don't miss out watching this one.",2018-04-27,9,6,2,4,English
330,Talha12,This is the best movie and most epic movie i watched EVERRRR !! I just want to watch this movie again and again and can't wait for the avengers 4,2018-04-28,10,6,2,4,English
332,Kimomarudotcom,"Intense and grande, Avengers: Infinity War is worthy of great respect.  Marvel heroes from all walks of life, from Thor to Spiderman, get caught up in Thanos' scheme to cull the universe of half of its life and no one is safe.  And still it manages to share a laugh, to make us smile, and in end have the viewer feel great empathy for the heroes' struggle.  The villain is complex, the protagonists vulnerable.  It just looks great, it moves well with no boring parts, and I don't know if it could stuff any more characters in it.  Utterly charming, I loved it.",2018-05-11,9,3,1,2,English
333,Kenmei,"Without spoiling anything, I'd say that this movie was good for what it was supposed to be: Part 1 in a 2 Part major epic to show Thanos' story arc for the MCU. Now there are a TON of characters in this movie and they are all given at least a share of screen time, enough to warrant their inclusion in the movie. Each part of the movie felt important to the overall story and they've set us up very well for the second part, due out Spring of next year. I personally like it more then Age of Ultron and right about where the first movie was all those years ago. It's clear thought that the MCU is nowhere even close to slowing down. It'll just be very interesting to see how they go from here....",2018-05-03,8,3,1,2,English
335,Goo4you,"The term ""Avengers"" used as the title of this movie is incorrect, just like Captain America ""Civil War"" was incorrect. This is not an Avengers movie; this was Infinity War featuring The Avengers and the Guardians of the Galaxy. While the movie's nomenclature is just a minor derailment, the movie itself is good. Action, loads and loads of CGI bombastic action. There is a plot underneath all of it and it all steers in the right direction, but it feels less like the logical conclusion to the whole MCU and more like the midway point from a sprawling RPG. You know what I'm talking about; the heroes are closing in on stopping the villain from doing whatever evil he's about to do only for something to get in the way at the very last moment and then ""WHOOSH!"" they fail and the bad thing happens.In other words--Infinity War was basically the plot from the midway point of Final Fantasy 6. The acting was spot on, though some actors are begging to show their age (and perhaps their time is actually coming to a close in the MCU). One of the biggest standouts was actually Josh Brolin, which as everyone knows is just the voice of Thanos but combined with the really well-done CGI and emotive development of Thanos was able to make a truly powerful villain come to life. The only real gripe I have with the entire movie was the really lackluster post credit scene. I won't spoil it, but the delivery of the next thing to come left me with more questions than answers. Other than this, Avengers 4 has a really strong setup; I just hope they don't throw this all away.",2018-05-10,8,3,1,2,English
336,Capzero,"I give a high score for the directors being able to get everyone good screen time and meaningful input. The story though was eclectic and I found predictable. It was too over the top to be great. This film though, depending on the the sequel, could be made great depending how things finish off.",2018-08-23,6,3,1,2,English
337,mrmonster,"An excellent Marvel movie. I would not go as far as to say the best Marvel movie, but top 3 for sure. It was a nonstop, exhilarating movie with one of the best casting ensembles of all time. You'll love it.",2018-05-02,8,3,1,2,English
338,Wael,"Star-studded with a huge plot, the action-packed third film in the Avengers franchise delivers all what it sets out to give us: it is funny in all the right places, and it gets very emotional a little bit here and there (my friend jerked some tears, sitting next to me in the theater). It's a come-together for all the superheroes we've come to love and stan to face a challenging threat that may literally wipe off half of the world's population, and never does it ever fail to entertain (I had some doubts about its almost two hours and a half running-time but it ended up flying by). ""Infinity War"" sure is a visually-stunning treat for all sorts of movie-goers.",2018-05-02,8,3,1,2,English
339,Maxson,"Avengers:Infinity War is one of the best MCU movies. Thanos is a great villain, the actor Josh Brolin did an excellent job. For sure Thanos is the best villain in the MCU in my opinion. I enjoyed the story, the visuals, and the action. 10 years in the making ...it was worth the wait.  8.5/10",2018-04-29,8,3,1,2,English
341,RobbyP,"A blockbuster in every sense of the word. Big action, incredible special effects, and characters that you care about and want to see succeed. I did have a problem with the use of ""this could all have been prevented except for one character's incredibly stupid and unnecessary action that sealed the fate of the universe"" but otherwise the film was enjoyable. Also, has one heck of an emotional punch at the end that leaves you breathless for part II.",2018-05-02,8,3,1,2,English
342,otakudbz,"Avengers: Infinity War is nothing more than Marvel's greatest achievement in its Cinematic Universe. It's incredible to see the evolution of all these movies since 2008, when Iron Man came out and was met with a favorable reception. And, as the climax of this universe that has been built up for ten years, Infinity War does not disappoint.The nineteenth movie of the MCU brings in a well-written story full of twists and shocks that'1l make superhero fans freak out at any moment. Not only this, but the entire cast was amazing, and seeing all of these heroes interacting together for the first time is something that will stay in the memory of everyone for years. At the same time, all of the action scenes are indeed memorable and jaw-dropping. However, the best thing of Infinity War's story is how it takes risks, and changes the whole ""Marvel Movies formula"". It is simply unpredictable. The whole plot has its epic, funny and jaw-dropping moments, but it also has its sad, devastating, and shocking moments. Basically, you won't be ready for the movie, even if you think you are.The entire cast was amazing, but the highlight was definitely Josh Brolin as the movie's antagonist, the Mad Titan ""Thanos"". His performance and character development are definitely the best aspect of the movie. He's menacing, dangerous, strong, but has another side of him that no one truly recognizes. To say it short: Thanos is simply the best villain in the MCU.The special effects and CGI are also spectacular, as well. There's nothing much to talk about.However, one little flaw that Avengers: Infinity War has, is its pacing. Some scenes are way too fast, and some take too much time to get complete (for example: The Battle of Wakanda). This was something inevitable, of course. Everyone expected something like this to happen in a movie with over thirty characters to focus on. But still, the pacing is definitely not the best.But anyway, Infinity War is simply the best chapter of the Marvel Cinematic Universe, as of now. It breaks boundaries, it redefines the superhero movie genre, but above all, it succeeds in being the result of a ten-year build up of multiple movies. 9.5/10.",2018-05-16,9,3,1,2,English
344,TheAaronHD,"It's not perfect. But that is to be expected with so many characters. Still, to have such a diverse cast and do almost every character justice, truly is an achievement.",2018-04-29,9,3,1,2,English
345,emrahoz,"Robert Downey Jr. and Benedict Cumberbatch were fun to watch.Need more Doctor Strange screentime for future projects,please..",2018-04-29,9,3,1,2,English
346,ablock,An extremely captivating experience 10 years in the making. Loads of fun. One of Marvel's great achievements.,2018-05-03,9,3,1,2,English
347,Vadertime,"The first Avengers, for me, is still the best. After that it used to be Civil War, but that has now slid to third place. Infinity War has replaced it at number two. I've already seen it twice this opening weekend. Avengers assemble!!!",2018-04-30,9,3,1,2,English
348,blawren4,"Great movie.  One of the best villains I've ever seen.  I was somewhat unprepared for the ending that was rather abrupt, but knowing there is another part coming makes it acceptable.",2018-04-30,9,3,1,2,English
350,ricardohenrique,"This cannot be an masterpiece, but it's far away to be negativated. It's a very, very good movie! 69 DC retards have disliked this.",2018-05-08,10,3,1,2,English
351,destinyfan1,"Honestly,the best marvel movie to date ( that i have seen, i still haven't seen civil war,don't ask me why) In the beginning you don't feel yet the chill to your bones ,but then the movie get's absolutly fantastic with unpredictible plot twists, fightsThe visuals are as usual very great ,with the infinity gauntlet to bring even more action on screen The fights where great,and you really feel they need to work together to defeat Thanos Even humor and emotions where well done and some moments made me actually sad or really happyAnd it doesn't happen a lot if am on the edge of my seat,because what a great endingFinally disney has some ballsNearly every superhero got some screentime,with some to bring big surprisesThere where a few annoying moments ,but that's literally the only thing i can think of Thanos ,was by a long stretch ,the best villain in the mcu,he wasn't just an evil guy with evil intentions,we got some actual depth , and made him feel like a normal person with bad intentions,to the point i actually slightly agreed with himIT WAS AN ABSOLUTE BLAST,GO WATCH THIS MOVIE!!!!!!!!!!!!!!!!!!!!!!!!!!",2018-04-30,10,3,1,2,English
353,homelesswaffle,Fantastic movie with all the characters youve come to know over the last 10 years. The ending really surprised me and was not was i was expecting. Unlike the zero rating crybabies i was comppletely entertained. Dont go see a movie based on what others think go see it for yourself and make your own opinion. For me it was great and ranks 2nd in my list of favorite marvel movies.,2018-05-03,10,3,1,2,English
354,66jd,Great movie.Nice to have that kind of ending for a change. Kind of moot though with other sequels due.Critics average score of 68 is predictable .The true score is from the fans that go to watch it.Generally critics are too critical of these types of films.,2018-05-10,10,3,1,2,English
355,Flexedacorn,"Ever since the 1st mention of Thanos and the infinity stone teases, I have been in anticipation for this movie. Not sure if it has been a full 10 years for me, but it has sure felt like it. I was very afraid going into this that the movie would be a bloated disaster that favored f quantity over quality.  I was pleasantly surprised that this was not the case.    Yes, there was a lot going on, but the Russo brothers found a way to balance action and drama. I believe the pacing of this movie felt right to me for two reasons.  First, the interconnecting arcs allowed the right amount of screen time to each hero / villain. Second, Thanos as a villain had a lot of character development, which gave depth to the CGI Titan.  The acting was on par with the other films, but I also have to give a special nod to Tom Holland for acting his ass off in one of the more memorable scenes.    If you have been a marvel movie fan or just a fan in comic book movies in general, this is a most see.  I would not recommend this film to those who have not seen any of the other marvel films, as this was a “sum of its parts” creation. In my opinion the film should be judged in conjunction with its predecessors, as opposed to a standalone piece.",2018-04-30,8,3,1,2,English
357,Kick454,"By far one of my favorite movies of all time, right below Guardians of the Galaxy Vol.2. I originally didn't care about the movie until I saw all the hype and decided to check it out, and boy, I was going to miss out on a masterpiece. The story of Infinity War is pretty cool and I love how important each of the characters felt for the lore. The characters themselves were great too, especially the GotG members as I do enjoy a good amount of humor in movies. The fighting going on within the movie itself led to amazing scenes where the characters actually thought up strategies. Oh, and the ending itself was pretty good, but I think it could have ended a bit better. Overall, Infinity War is such an amazing film and deserves a 10/10 from me.",2018-05-10,10,3,1,2,English
358,Thax,"Afetr 10 years creating one universe all gets to this point, amazing movie, you cant even blink to dont miss any details. 10/10",2018-05-09,10,3,1,2,English
359,LEGACYOFALL,10 years in the making of this truly deserved masterpiece a ground breaking bold piece of genre film making,2018-05-10,10,3,1,2,English
360,ODMAN03,"Pros:Had some great visual effects, Phanos was great as a villain (Even though he did stuff that was horrible, I could understand why he did it), it was very different from other Marvel movie or movies in general, I also really enjoyed Thor as a character (He was funnier, more tragic and all around better)Neutral:The music worked but it was nothing I really rememberedCons: Some effects were awful (I don't want to spoil but there were 3 completely CGI characters that looked awful, The jokes were pretty bad (Nothing cringy but still bad. There were mostly jokes that I knew were jokes but didn't react to and a few good ones sprinkled in there) But my biggest problem with the movie was that I had to watch every single Marvel movie after Avengers 2 to understand what was happening (especially Thor: Ragnarok). A movie should be able to stand on their own. Yes there can be a few story elements that has to do with another movie, but there were so many things I didn't understand about the movie because I didn't see thorBut all-around it was a pretty good movieA 7 from me",2018-05-04,7,3,1,2,English
362,Alexsays,"To enjoy this movie I think you need to have a background in Marvel Cinematic Universe, and if you have it... you are gonna enjoy it TOO MUCH. This movie is amazing, at least from my point of view is the best Marvel movie.",2018-05-08,10,3,1,2,English
364,ak8268,"This movie was fantastic. The reason it works so well is because most of the world building and character develop was already done in previous movies. This means we do not need to waste time introducing everything and everyone. We get straight into the action and it does not stop. I loved all of our heroes' parts especially how they integrated Dr. Strange and Spiderman.Some of the humor was a bit much, but did not de-rail any of the scenes. I also thought some of the acting on a few characters dragged out and were overdone. Again, it did not really bother too much.",2018-05-15,9,3,1,2,English
366,CharlieSpice,"Ten years in the making and worth the wait.  To see the story arc finally reach this point was a genuine pleasure and overall, I found it an amazing experience and the long running time didn’t feel long enough, I wanted to see more of them.For:1. The heroes. The chance to see every MCU hero we have grown to know and love finally together in one film was priceless, and some of the unexpected meetings were genuinely funny and interesting to watch.  I particularly enjoyed Thor meeting the Guardians and Peter’s jealous reaction.2. Action and CGI. The action sequences are fantastic, well-orchestrated and the CGI looked great, everything appeared weighty and physical.3. Laughs. The comedy was used to great effect despite the gravitas of some parts of the story.4. Storyline. The gravitas was far greater than we have seen in previous MCU films and made the whole spectacle far more intense as a result.5. Thanos. He is a great antagonist, and they gave him enough back story to let us try and comprehend his reasoning for wanting to wipe out half of the universe.  His CGI was also excellent.6. What next? The ending was profound and has left me wondering how on earth they will bring back some of the characters who I didn’t expect to die.  I imagine some who’s contracts are up with the end of this film and Avengers 4 might well be out of the MCU for good, such as Loki and Heimdall for example.  The effect of having the people crumble to dust was very good and added a sense of shock and despair to the events.7. “Bring me Thanos!” Thor’s arrival in Wakanda with Rocket and Groot to turn the tide of the battle was my favourite moment.Against:1. Wakanda.  It is a preposterous location and should not have been used for the climactic final battle.  Everything concerned with it in this film and in Black Panther was a negative for the franchise.  To imagine that such a technologically advanced country could exist on earth, hidden away through all of history while the African countries around it suffered generations of war, famine and exploitation is frankly ludicrous.  The existence of Asgard is more plausible.2. The final battle.  Modern armed forces don’t line up in ranks like Napoleonic armies, they don’t stand there chanting like Zulus, and they don’t charge to meet a numerically superior force in Medieval style melee.  They would have dug in, set up layers of defensive positions, made the space between them and the enemy a no-mans-land and mowed them down as they tried to charge in.  Also, what happened to the Wakandan air power we saw in Black Panther? The alien forces seemed to have no air capability, so they could have rained down destruction on the swarming creatures.  The Wakandan also had some very nice hover vehicles to deploy their troops, what about a few hovering tanks with particle cannons?  I guess Steve, Bucky, Sam and Rhodey forgot all of their military training.Even with a couple of negatives, this film is easily a ten, and I can’t recommend this film highly enough if you are an MCU fan.  If you are not, then watch all the others first and then watch this one.  Can't wait for Avengers 4!",2018-05-11,10,3,1,2,English
367,LillDeeDee,"(I did not read the comics at all) This movie was probably one of the most ""did not expect 2 b amazing"" movie I've watched in the past 3 years. Amazing CGI scenes, good humor and decent writing - and an ending that kinda blew my mind as I never expected it to turn in this direction. 2 1/2 hours of pure fun, so many characters from so many other movies - my favourite just simply being Thanos... Idk why, but that dude is amazing! Gave the movie 10/10 - not a letdown for me... And pls ignore all these 0/10 ratings as they troll hardcore. (This is a personal opinion, there are definitely people that expected other stuff from this movie or were kinda pissed off at the ending but the heck dudes - there is a pt. 2 coming, why cry so much?",2018-05-08,10,3,1,2,English
368,Rohansoni,MUST WATCH MOVIE !! Best movie everything in this movie is perfect and stunning full of entertainment,2018-04-29,10,3,1,2,English
369,Takarashi282,"A flurry of emotions, Avengers Infinity War keeps you at the edge of of your seat through its over two-and-a-half hour duration, its lack of focus being the only factor that separates it from perfection.",2018-04-29,9,3,1,2,English
